word_to_learn;meaning;interval;last_review;next_review;known_word;learned_on;add_on_known_words;translation;row;audio
poole;"Poole. / (puːl) / noun. [1ma port and resort in S England, in Poole unitary authority, Dorset, on Poole Harbour[0m: seat of Bournemouth University 

(1992).";0;;;;;;vers;245;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/po/poole_en_gb_1.mp3
lanyon;Cornish: habitational name from a place in Madron parish near Penzance named in Cornish as &#39:[1mcold pool[0m&#39: from lyn &#39:pool&#39: + yeyn &#39:cold&#39:.;0;;;;;;longon;246;N/A
enfield; (ˈɛnfiːld ) noun. [1ma borough of Greater London[0m: a N residential suburb.;0;;;;;;enchamp;247;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/en/enfield_en_gb_1.mp3
butler;: [1mthe chief male servant of a household who has charge of other employees, receives guests, directs the serving of meals, and performs various personal services[0m.;3;2023-07-06;2023-07-09;;;;majordome;248;N/A
struck;Definitions of struck. adjective. (used in combination) [1maffected by something overwhelming[0m. “awe- struck” synonyms: smitten, stricken affected.;0;;;;;;frapper;249;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/struck_en_gb_1.mp3
ay; [1mused to express different emotions, such as unhappiness, surprise, or anger[0m: &quot:Ay, I can&#39:t!&quot: she said. &quot:Ay!&quot: he shouted. Fewer examples.;0;;;;;;est;250;N/A
cheque;A cheque is [1ma written order directing a bank to pay out money[0m, and it&#39:s exactly the same thing as a check, but with more exciting letters. The American English word for the slip of paper that authorizes your bank to make a payment is check, which is the adjusted spelling of the British English cheque.;0;2023-07-06;2023-07-06;;;;vérifier;251;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/cheque_en_gb_1.mp3
bore;verb. bores: bored: boring. Britannica Dictionary definition of BORE. [+ object] : [1mto make (someone) tired and annoyed by being uninteresting or too much the same[0m.;0;;;;;;trou;252;N/A
don;"

1. : [1mto put on (an article of clothing)[0m donned his hat and gloves. 

2. : to wrap oneself in : take on sense 3a.";0;;;;;;enfiler;253;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/do/don_en_gb_1.mp3
maid;: [1ma woman or girl employed to do domestic work[0m.;0;;;;;;femme de ménage;254;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/maid_en_gb_1.mp3
laid;Laid means &quot:[1mset down[0m.&quot: If you built a brick wall, and then when it&#39:s done your neighbor complains that the wall crosses onto his property, tell him, &quot:too late! The brick has already been laid.&quot: Laid is the past participle of the verb, lay, which means set down.;0;2023-07-03;2023-07-03;;;;posé;255;N/A
scarce;adjective. scarcer: scarcest. Britannica Dictionary definition of SCARCE. [also more scarce: most scarce] : [1mvery small in amount or number[0m : not plentiful.;0;;;;;;rare;256;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sc/scarce_en_gb_1.mp3
disappearance;noun. [1mthe act or an instance of disappearing: a ceasing to be seen or to exist[0m.;0;;;;;;disparition;257;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/di/disappearance_en_gb_1.mp3
soho; [1mabbreviation for small office/home office[0m: a small office, especially one in someone&#39:s home.;0;;;;;;N/A;258;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/soho_en_gb_1.mp3
hitherto;[1muntil now or until a particular time[0m: Economic aid has been offered to hitherto depressed people.;0;2023-07-06;2023-07-06;;;;jusqu'ici;259;N/A
sealed;"sealed: sealing: seals. transitive verb. 

1. a. : [1mto confirm or make secure by or as if by a seal[0m.";0;;;;;;scellé;260;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/sealed_en_gb_1.mp3
fled;: [1mto run away often from danger or evil[0m : fly. The family fled from the war-torn zone. b. : to hurry toward a place of security. Refugees fled to a neighboring country.;0;2023-07-03;2023-07-03;;;;fuite;261;N/A
draught;/ (drɑːft) / noun. [1ma current of air, esp one intruding into an enclosed space[0m. the act of pulling a load, as by a vehicle or animal. (as modifier): a draught horse.;0;2023-07-06;2023-07-06;;;;brouillon;262;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/dr/draught_en_gb_1.mp3
deformity;": [1mthe state of being deformed[0m. 

2. : imperfection, blemish: such as. a. : a physical blemish or distortion : disfigurement.";0;2023-07-06;2023-07-06;;;;déformation;263;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/deformity_en_gb_1.mp3
inquired;"

1. : [1mto put a question[0m : seek for information by questioning. inquired about the horses. 

2. : to make investigation or inquiry.";0;;;;;;demandé;264;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/inquired_en_gb_1.mp3
further;[1mat or to a greater distance: farther[0m: I&#39:m too tired to go further. at or to a more advanced point: to a greater extent: Let&#39:s not discuss it further.;0;2023-07-01;2023-07-01;;;;plus loin;265;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fu/further_en_gb_1.mp3
swiftly;: [1min a swift manner[0m : with speed : quickly.;0;2023-07-03;2023-07-03;;;;rapidement;266;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sw/swiftly_en_gb_1.mp3
startling;startling. adjective. star·​tling. : [1mcausing a sudden fright, surprise, or astonishment[0m. a startling discovery.;0;2023-07-06;2023-07-06;;;;surprenant;267;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/startling_en_gb_1.mp3
hatred;"

1. : [1mextreme dislike or disgust[0m : hate. 

2. : ill will or resentment that is usually mutual : prejudiced hostility or animosity. old racial prejudices and national hatreds Peter Thomson.";0;;;;;;haine;268;N/A
plainly;/ˈpleɪnli/ To do something plainly means [1mto do it either in a very simple way or in an obvious way[0m. You might dress plainly when you&#39:re just hanging around the house, but your flair for fashion will be plainly visible when you get dressed up for a party.;0;;;;;;clairement;269;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pl/plainly_en_gb_1.mp3
wore;" wore. / (wɔː) / verb. [1mthe past tense of wear[0m 

1.";0;;;;;;portait;270;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wo/wore_en_gb_1.mp3
danvers; English (Leicestershire): of Norman origin [1ma habitational name with fused preposition d(e) for someone from Anvers the French name of the port of Antwerp in what is now Belgium[0m.;0;;;;;;N/A;271;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/da/danvers_en_gb_1.mp3
tempted;[1mto entice or allure to do something often regarded as unwise, wrong, or immoral[0m. to attract, appeal strongly to, or invite: The offer tempts me.;0;;;;;;tenté;272;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/tempted_en_gb_1.mp3
despair;/dɪˈsper, -ˈspær/ [1mto lose hope or be without hope[0m: Don&#39:t despair – things will improve. He began to despair of ever finding a job. (Definition of despair from the Cambridge Academic Content Dictionary © Cambridge University Press);0;;;;;;désespoir;273;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/despair_en_gb_1.mp3
distress;(dih-STRES) [1mEmotional, social, spiritual, or physical pain or suffering that may cause a person to feel sad, afraid, depressed, anxious, or lonely[0m. People in distress may also feel that they are not able to manage or cope with changes caused by normal life activities or by having a disease, such as cancer.;0;2023-07-06;2023-07-06;;;;détresse;274;N/A
pangs;"

1. : [1ma brief piercing spasm of pain[0m. the pangs of childbirth. 

2. : a sharp attack of mental anguish.";0;;;;;;affres;275;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/pangs_en_gb_1.mp3
shone;shone. / (ʃɒn, US ʃəʊn) / verb. [1mthe past tense and past participle of shine[0m.;0;;;;;;brillait;276;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shone_en_gb_1.mp3
drawn;"

1. Drawn is [1mthe past participle of draw[0m. 

2. adjective. If someone or their face looks drawn, their face is thin and they look very tired, ill, worried, or unhappy.";0;2023-07-06;2023-07-06;;;;dessiné;277;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/dr/drawn_en_gb_1.mp3
tut;[1mused to express disapproval or disbelief[0m.;0;;;;;;Tout;278;N/A
brow;": eyebrow. b. : forehead. 

2. : [1mthe projecting upper part or margin of a steep place[0m.";0;2023-07-03;2023-07-03;;;;front;279;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/br/brow_en_gb_1.mp3
fro;N/A;0;;;;;;de;280;N/A
melted;": [1mto become altered from a solid to a liquid state usually by heat[0m. 

2. a. : dissolve, disintegrate. the sugar melted in the coffee.";0;;;;;;fondu;281;N/A
stared;"stared: staring. Synonyms of stare. intransitive verb. 

1. : [1mto look fixedly often with wide-open eyes[0m.";0;;;;;;regardé fixement;282;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/stared_en_gb_1.mp3
foul;[1mgrossly offensive to the senses: disgustingly loathsome: noisome[0m: a foul smell. containing or characterized by offensive or noisome matter: foul air: foul stagnant water.;0;;;;;;faute;283;N/A
trifle;"

1. : [1msomething of little value, substance, or importance[0m. 

2. : a dessert typically consisting of plain or sponge cake often soaked with wine or spirits (such as brandy or rum) and topped with layers of preserves, custard, and cream. trifle.";0;2023-07-03;2023-07-03;;;;bagatelle;284;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/trifle_en_gb_1.mp3
nodded;: [1mto make a quick downward motion of the head whether deliberately (as in expressing assent or salutation) or involuntarily (as from drowsiness)[0m She nodded in agreement. The guard nodded to us as we walked in.;0;;;;;;hocha la tête;285;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/no/nodded_en_gb_1.mp3
glow;": [1mto shine with or as if with an intense heat[0m. embers glowing in the darkness. b

(1) : to have a rich warm typically ruddy color. cheeks glowing with health.";0;2023-07-01;2023-07-01;;;;briller;286;N/A
presses;"pressed: pressing: presses. transitive verb. 

1. : [1mto act upon through steady pushing or thrusting force exerted in contact[0m : squeeze.";0;2023-07-06;2023-07-06;;;;N/A;287;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pr/presses_en_gb_1.mp3
trembling;verb (used without object),trem·bled, trem·bling. [1mto shake involuntarily with quick, short movements, as from fear, excitement, weakness, or cold: quake: quiver[0m. to be troubled with fear or apprehension.;0;2023-07-06;2023-07-06;;;;tremblant;288;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/trembling_en_gb_1.mp3
axe;"

1. : [1ma cutting tool that consists of a heavy edged head fixed to a handle with the edge parallel to the handle and that is used especially for felling trees and chopping and splitting wood[0m.";0;;;;;;axis;289;N/A
bradshaw;noun. Brad·​shaw. ˈbrad(ˌ)shȯ plural -s. : [1ma comprehensive timetable of British railroad trains[0m.;0;2023-07-01;2023-07-01;;;;N/A;290;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/br/bradshaw_en_gb_1.mp3
weeping;[1mexpressing grief, sorrow, or any overwhelming emotion by shedding tears[0m: weeping multitudes. tearful: weepy: a weeping fit.;0;2023-07-06;2023-07-06;;;;larmes;291;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/we/weeping_en_gb_1.mp3
phial;A phial is [1ma small tube-shaped glass bottle used, for example, to hold medicine[0m.;0;;;;;;fiole;292;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ph/phial_en_gb_1.mp3
vain;"

1. : [1mhaving or showing undue or excessive pride in one&#39:s appearance or achievements[0m : conceited. 

2. : marked by futility or ineffectualness : unsuccessful, useless. vain efforts to escape.";0;2023-07-03;2023-07-03;;;;seul;293;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/va/vain_en_gb_1.mp3
gallows;noun. /ˈɡæləʊz/ /ˈɡæləʊz/ (plural gallows) ​[1ma structure on which people, for example criminals, are killed by hanging[0m.;0;2023-07-06;2023-07-06;;;;potence;294;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ga/gallows_en_gb_1.mp3
backward;"[1min the reverse of the usual or right way[0m: counting backward from 

100. toward the past: to look backward over one&#39:s earlier mistakes. toward a less advanced state: retrogressively: Since the overthrow of the president the country has moved steadily backward.";0;2023-07-06;2023-07-06;;;;en arrière;295;N/A
inclined;"

1. : [1mhaving inclination, disposition, or tendency[0m. 

2. a. : having a leaning or slope.";0;2023-07-06;2023-07-06;;;;incliné;296;N/A
chambers; [1ma room used for a special or official purpose, or a group of people who form (part of) a parliament[0m: Meetings of the council are held in the council chamber.;0;2023-07-06;2023-07-06;;;;chambres;297;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ch/chambers_en_gb_1.mp3
dingy;dingy. adjective. din·​gy ˈdin-jē dingier: dingiest. : [1mrather dark and dirty[0m : not fresh or clean.;0;;;;;;sombre;298;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/di/dingy_en_gb_1.mp3
cane;[1ma long stick used especially by old, ill, or blind people to help them walk[0m. Stockbyte/GettyImages. [ S ] a long, thin stick used, especially in the past, to punish someone by hitting them. SMART Vocabulary: related words and phrases.;0;;;;;;canne;299;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/cane_en_gb_1.mp3
whipped;" 

1. [1mto strike (a person or thing) with several strokes of a strap, rod, etc[0m. 

2. ( transitive) to punish by striking in this manner.";0;;;;;;fouetté;300;N/A
cellar;noun. /ˈselə(r)/ /ˈselər/ ​[1man underground room often used for storing things[0m.;0;;;;;;cave;301;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ce/cellar_en_gb_1.mp3
sighed;[1mto breathe out slowly and noisily, expressing tiredness, sadness, pleasure, etc.[0m: She sighed deeply and sat down.;0;;;;;;en disant;302;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/sighed_en_gb_1.mp3
neighbouring;adjective. [1msituated or living near: adjacent[0m: to visit the neighboring towns.;0;2023-07-06;2023-07-06;;;;voisin;303;N/A
sides;": [1ma place, space, or direction with respect to a center or to a line of division[0m (as of an aisle, river, or street) 

3. a. : one of the longer bounding surfaces or lines of an object especially contrasted with the ends. the side of a barn.";0;;;;;;côtés;304;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/sides_en_gb_1.mp3
leaped;verb (used without object),leaped or leapt [lept, leept], leap·ing. [1mto spring through the air from one point or position to another: jump[0m: to leap over a ditch. to move or act quickly or suddenly: to leap aside: She leaped at the opportunity.;0;2023-07-03;2023-07-03;;;;sauté;305;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/le/leaped_en_gb_1.mp3
disgrace;disgrace, dishonor, disrepute, infamy, ignominy mean [1mthe state or condition of suffering loss of esteem and of enduring reproach[0m. disgrace often implies humiliation and sometimes ostracism. sent home in disgrace. dishonor emphasizes the loss of honor that one has enjoyed or the loss of self-esteem.;0;;;;;;disgrâce;306;N/A
cavendish;cavendish. / (ˈkævəndɪʃ) / noun. [1mtobacco that has been sweetened and pressed into moulds to form bars[0m.;0;;;;;;N/A;307;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/cavendish_en_gb_1.mp3
sprang;sprang. / (spræŋ) / verb. [1mthe past tense of spring[0m.;0;;;;;;a jailli;308;N/A
tossed; [1mto throw something carelessly[0m: He glanced at the letter and then tossed it into the bin. The bull tossed him up into the air. [ + two objects ] Andrew tossed him the ball. Thesaurus: synonyms, antonyms, and examples.;0;2023-07-03;2023-07-03;;;;jeté;309;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/to/tossed_en_gb_1.mp3
curtains;"

1. : [1ma hanging screen usually capable of being drawn back or up[0m. especially : window drapery. 

2. : a device or agency that conceals or acts as a barrier compare iron curtain.";0;;;;;;rideaux;310;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cu/curtains_en_gb_1.mp3
mercy;: [1mcompassion or forbearance[0m (see forbearance sense 1) shown especially to an offender or to one subject to one&#39:s power. also : lenient or compassionate treatment. begged for mercy.;0;;;;;;miséricorde;311;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/me/mercy_en_gb_1.mp3
roadway;a. : [1mthe strip of land over which a road passes[0m.;0;;;;;;chaussée;312;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/roadway_en_gb_1.mp3
accustomed;": [1moften used or practiced[0m : customary. her accustomed cheerfulness. 

2. : adapted to existing conditions. eyes accustomed to the dark.";0;2023-07-06;2023-07-06;;;;habitué;313;N/A
quaint;a. : [1mpleasingly or strikingly old-fashioned or unfamiliar[0m. a quaint phrase. b. : unusual or different in character or appearance : odd.;0;2023-07-03;2023-07-03;;;;pittoresque;314;N/A
echoed;"

1. : [1mthe repetition of a sound that is caused by reflection of sound waves[0m. 

2. : the sound that is due to reflection of sound waves.";0;2023-07-03;2023-07-03;;;;fait écho;315;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ec/echoed_en_gb_1.mp3
awhile;awhile. adverb. ə-ˈhwī(ə)l. ə-ˈwī(ə)l. : [1mfor a while[0m : for a short time.;0;;;;;;quelque temps;316;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/aw/awhile_en_gb_1.mp3
plunged;verb (used with object),plunged, plung·ing. [1mto cast or thrust forcibly or suddenly into something, as a liquid, a penetrable substance, a place, etc.: immerse: submerge[0m: to plunge a dagger into one&#39:s heart.;0;;;;;;plongé;317;N/A
fearful; [1mfrightened or worried about something[0m: He hesitated before calling her, fearful of what she might say. She&#39:s fearful (that) she may lose custody of her children.;0;;;;;;craintif;318;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fe/fearful_en_gb_1.mp3
pedant;"ped·​ant ˈpe-dᵊnt. Synonyms of pedant. 

1. a. : [1mone who is unimaginative or who unduly emphasizes minutiae in the presentation or use of knowledge[0m.";0;;;;;;pédant;319;N/A
rolled;"rolled: rolling: rolls. transitive verb. 

1. a. : [1mto impel forward by causing to turn over and over on a surface[0m.";0;;;;;;roulé;320;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rolled_en_gb_1.mp3
ape; [1ma mammal that has long arms and no tail or a short tail and that is related to monkeys[0m: Chimpanzees, gorillas, and orangutans are all apes.;0;;;;;;singe;321;N/A
fury;noun,plural fu·ries. [1munrestrained or violent anger, rage, passion, or the like[0m: The gods unleashed their fury on the offending mortal. violence: vehemence: fierceness: the fury of a hurricane:a fury of creative energy.;0;2023-07-03;2023-07-03;;;;fureur;322;N/A
stamped;[1mto put a mark on an object either by printing on it or pushing into it with a small tool[0m: It is necessary to stamp your passport.;0;2023-07-06;2023-07-06;;;;timbré;323;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/stamped_en_gb_1.mp3
wicked;": [1mmorally very bad[0m : evil. 

2. a. : fierce, vicious.";0;;;;;;méchant;324;N/A
daylight;"(deɪlaɪt ) 

1. uncountable noun. Daylight is [1mthe natural light that there is during the day, before it gets dark[0m.";0;;;;;;N/A;325;N/A
hung;"

1. : [1munable to reach a decision or verdict[0m. a hung jury. also, British : not having a political party with an overall majority.";0;;;;;;suspendu;326;N/A
crates;[1ma large wooden box, used esp.[0m [1mfor packing, storing, or sending things[0m: The wooden shipping crates were unloaded at the dock.;0;;;;;;caisses;327;N/A
mounted;adjective. [1mseated or riding on a horse or other animal[0m. serving on horseback or on some special mount, as soldiers or police.;0;;;;;;monté;328;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mo/mounted_en_gb_1.mp3
baize;: [1ma coarse woolen or cotton fabric napped to imitate felt[0m.;0;;;;;;Oui;329;N/A
held;[1mcarried, kept, or maintained[0m: a hand-held computer. firmly held beliefs.;0;2023-07-03;2023-07-03;;;;détenu;330;N/A
seized;: [1mto take or lay hold suddenly or forcibly[0m.;0;;;;;;saisi;331;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seized_en_gb_1.mp3
dined;verb (used without object),dined, din·ing. [1mto eat the principal meal of the day: have dinner[0m. to take any meal.;0;;;;;;dîné;332;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/di/dined_en_gb_1.mp3
ve;&#39:ve is [1mthe usual spoken form of &#39:have&#39:, especially when &#39:have&#39: is an auxiliary verb[0m. It is added to the end of the pronoun which is the subject of the verb. For example, &#39:you have&#39: can be shortened to &#39:you&#39:ve&#39:.;0;;;;;;je;333;N/A
dreadful;: [1mextremely bad, distasteful, unpleasant, or shocking[0m. a dreadful idea. a dreadful performance. dreadful behavior. The food was absolutely dreadful.;0;;;;;;terrible;334;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/dr/dreadful_en_gb_1.mp3
shook;[1mstrongly affected by an event, circumstance, etc.: emotionally unsettled[0m: She was so shook she couldn&#39:t speak.;0;;;;;;secoué;335;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/sh/shook_en_gb_1.mp3
glazed;adjective. [1mhaving a surface covered with a glaze: lustrous: smooth: glassy[0m.;0;;;;;;vitré;336;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gl/glazed_en_gb_1.mp3
locksmith;: [1ma person who makes or repairs locks[0m.;0;2023-07-06;2023-07-06;;;;serrurier;337;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/lo/locksmith_en_gb_1.mp3
haste;haste, hurry, speed, expedition, dispatch mean [1mquickness in movement or action[0m. haste applies to personal action and implies urgency and precipitancy and often rashness.;0;;;;;;hâte;338;N/A
sought;"past tense and past participle of seek. transitive verb. 

1. : [1mto resort to : go to[0m.";0;2023-07-06;2023-07-06;;;;recherché;339;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sought_en_gb_1.mp3
wholly;: [1mto the full or entire extent[0m : completely.;0;2023-07-03;2023-07-03;;;;entièrement;340;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/wh/wholly_en_gb_1.mp3
incongruous;incongruous \in-KAHN-gruh-wus\ adjective. : [1mlacking congruity[0m: as. a : not harmonious : incompatible. b : not conforming : disagreeing.;0;2023-07-03;2023-07-03;;;;incongru;341;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/incongruous_en_gb_1.mp3
remorse;remorse. noun. re·​morse ri-ˈmȯ(ə)rs. : [1ma deep regret coming from a sense of guilt for past wrongs[0m : self-reproach.;0;;;;;;remords;342;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/remorse_en_gb_1.mp3
mankind;ˈman-ˈkīnd. -ˌkīnd. : [1mthe human race[0m : the totality of human beings.;0;;;;;;humanité;343;N/A
doom;[1mdeath, destruction, or any very bad situation that cannot be avoided[0m: A sense of doom hung over the entire country.;0;2023-07-03;2023-07-03;;;;perte;344;N/A
compounded;": [1mto form by combining parts[0m. compound a medicine. 

3. : to put together (parts) so as to form a whole : combine.";0;2023-07-06;2023-07-06;;;;composé;345;N/A
slumber;[1mto sleep, especially lightly: doze: drowse[0m. to be in a state of inactivity, negligence, quiescence, or calm: Vesuvius is slumbering.;0;;;;;;sommeil;346;N/A
gin;"

1. : [1ma colorless alcoholic beverage made from distilled or redistilled neutral grain spirits flavored with juniper berries and aromatics[0m (such as anise and caraway seeds)";0;;;;;;N/A;347;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/gi/gin_en_gb_1.mp3
mortify;verb (used with object),mor·ti·fied, mor·ti·fy·ing. [1mto humiliate or shame, as by injury to one&#39:s pride or self-respect[0m. to subjugate (the body, passions, etc.) by abstinence, ascetic discipline, or self-inflicted suffering.;0;;;;;;mortifier;348;N/A
incline; [1mto (cause to) slope at a particular angle[0m: The ground inclined steeply towards the ridge in the distance.;0;;;;;;inclinaison;349;N/A
reputable;reputable. adjective. rep·​u·​ta·​ble ˈrep-yət-ə-bəl. : [1mhaving a good reputation[0m : respectable.;0;;;;;;honorable;350;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/reputable_en_gb_1.mp3
acquaintance;: a person whom one knows but who is not a particularly close friend. a casual acquaintance.;0;;;;;;connaissance;351;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ac/acquaintance_en_gb_1.mp3
kinsman;kinsman. noun. kins·​man ˈkinz-mən. : [1ma relative usually by birth[0m. especially : a male relative.;0;;;;;;parent;352;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ki/kinsman_en_gb_1.mp3
singularly;​[1mvery: in an unusual way[0m. singularly beautiful. He chose a singularly inappropriate moment to make his request.;0;;;;;;singulièrement;353;N/A
thoroughfare;A thoroughfare is [1ma public road that can get you from one place to another[0m. When it snows, plows try to remove the snow from the thoroughfares so the school buses can take everyone to school. You&#39:re welcome. This somewhat old-fashioned word has a very common meaning — a public road that goes from point A to point B.;0;2023-07-06;2023-07-06;;;;rue;354;N/A
polished;: [1mcharacterized by a high degree of development, finish, or refinement[0m : free from imperfections. a polished performance/performer. a highly polished piece of writing.;0;2023-07-06;2023-07-06;;;;brillant;355;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/po/polished_en_gb_1.mp3
sinister;"

1. : [1msingularly evil or productive of evil[0m. 

2. : accompanied by or leading to disaster.";0;;;;;;sinistre;356;N/A
thrust;[1mto push forcibly: shove: put or drive with force[0m: He thrust his way through the crowd. She thrust a dagger into his back. to put boldly forth or impose acceptance of: to thrust oneself into a conversation between others: to thrust a dollar into the waiter&#39:s hand.;0;;;;;;plonger;357;N/A
storey;A storey of a building is [1mone of its different levels, which is situated above or below other levels[0m. Houses must not be more than two storeys high. ...;0;2023-07-06;2023-07-06;;;;étage;358;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/st/storey_en_gb_1.mp3
marks;": [1man impression (such as a scratch, scar, or stain) made on something[0m. 

(3) : a distinguishing trait or quality : characteristic. the marks of an educated person.";0;;;;;;Des marques;359;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/marks_en_gb_1.mp3
knocker;: [1mone that knocks[0m: such as. a. : a metal ring, bar, or hammer hinged to a door for use in knocking.;0;2023-07-06;2023-07-06;;;;heurtoir;360;N/A
panels; [1ma small group of people chosen to give advice, make a decision, or publicly discuss their opinions as entertainment[0m: The competition will be judged by a panel of experts. Fewer examples. Several suggestions have been offered for adoption by the panel. a panel of judges.;0;2023-07-03;2023-07-03;;;;panneaux;361;N/A
procession;"pro·​ces·​sion prə-ˈse-shən. Synonyms of procession. 

1. a. : [1ma group of individuals moving along in an orderly often ceremonial way[0m.";0;;;;;;N/A;362;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pr/procession_en_gb_1.mp3
hellish;: [1mof, resembling, or befitting hell[0m. broadly : terrible. hellishly adverb.;0;;;;;;atroce;363;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/he/hellish_en_gb_1.mp3
damned;adjective,superlative damned·est, damnd·est. [1mcondemned or doomed, especially to eternal punishment[0m: the wailing of damned souls. detestable: loathsome: Get that damned dog out of here!;7;2023-07-03;2023-07-10;;;;damné;364;N/A
juggernaut;"

1. : [1ma massive inexorable force, campaign, movement, or object that crushes whatever is in its path[0m. an advertising juggernaut. a political juggernaut.";0;;;;;;mastodonte;365;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ju/juggernaut_en_gb_1.mp3
