word_to_learn;meaning;interval;last_review;next_review;known_word;learned_on;add_on_known_words;translation;row;audio
sindulfo;Sindulfo es un nombre de origen germánico cuyo significado es la traducción de sus dos compuestos: &quot:Sind-&quot: que significa camino: y &quot:-wulf&quot: que significa lobo: por lo tanto se les conoce como [1m&quot:lobo del camino&quot:[0m.;1;2023-07-31;2023-08-03;;;;N/A;629;N/A
existió;"exsistĕre. 
1. intr. Dicho de una cosa: [1mSer real y verdadera[0m.";4;2023-07-28;2023-08-18;;;;existait;630;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ex/existir_es_us_1.mp3
marina;Conjunto de barcos mercantes o de guerra de un país o de una compañía naviera.;3;2023-07-29;2023-08-12;;;;Marin;631;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/marina_es_us_1.mp3
germán;de origen latino, su significado es [1m&quot:hermano&quot: o germano, “al que le arrastra”[0m.;3;2023-07-21;2023-08-04;;;;N/A;632;N/A
kolvenik;N/A;2;2023-08-03;2023-08-10;;;;N/A;633;N/A
mijail;N/A;1;2023-07-31;2023-08-03;;;;mikhail;634;N/A
shelley;N/A;2;2023-08-02;2023-08-09;;;;coquillage;635;N/A
florián;N/A;11;2023-07-21;2024-01-17;1;2023-07-21;;florian;636;N/A
oscar;N/A;2;2023-07-28;2023-08-04;;;;oscar;637;N/A
claret;N/A;1;2023-07-31;2023-08-03;;;;bordeaux;638;N/A
barcelona;N/A;11;2023-07-21;2024-01-17;1;2023-07-21;;N/A;639;N/A
velo;Tela de tul, gasa u otro tejido fino, ligero y transparente con que se cubre algo, como adorno o para ocultarlo discretamente a las miradas.;2;2023-07-30;2023-08-06;;;;voile;640;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/velo_es_us_1.mp3
sentís;N/A;2;2023-07-31;2023-08-07;;;;est-ce que tu ressens;641;N/A
eva;N/A;2;2023-08-03;2023-08-10;;;;N/A;642;N/A
sergei;N/A;2;2023-08-03;2023-08-10;;;;N/A;643;N/A
granell;N/A;1;2023-07-31;2023-08-03;;;;en gros;644;N/A
irinova;N/A;1;2023-08-02;2023-08-05;;;;N/A;645;N/A
internado;Colegio donde los alumnos viven internos.;2;2023-07-31;2023-08-07;;;;stage;646;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/internado_es_us_1.mp3
sarriá;"
1. f. [1mGénero de red basta en que se recoge la paja para transportarla[0m.";2;2023-07-31;2023-08-07;;;;ça viendra;647;N/A
silueta;Línea exterior que delimita el dibujo de una figura, especialmente cuando representa una persona o animal.;3;2023-07-22;2023-08-05;;;;silhouette;648;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/silueta_es_us_1.mp3
sombras;Imagen oscura que proyecta un cuerpo opaco sobre una superficie al interceptar los rayos de luz.;3;2023-07-29;2023-08-12;;;;nuances;649;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sombras_es_us_1.mp3
invernadero;Recinto cerrado, cubierto y acondicionado para mantener una temperatura regular que proteja las plantas de las inclemencias extremas propias del tiempo invernal, como frío intenso, heladas, viento, etc.;2;2023-07-31;2023-08-07;;;;serre;650;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/invernadero_es_us_1.mp3
alzó;[1mLevantar algo, mover hacia arriba[0m: alzar las copas para brindar.;1;2023-07-31;2023-08-03;;;;soulevé;651;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/alzar_es_us_1.mp3
rastro;Señal o huella que deja una persona o una cosa al pisar o al pasar por un lugar.;1;2023-08-03;2023-08-06;;;;trace;652;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ra/rastro_es_us_1.mp3
sonrió;intr. [1mReírse levemente, sin emitir sonido[0m: me miró y sonrió amablemente.;3;2023-07-28;2023-08-11;;;;sourit;653;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sonre%C3%ADr_es_us_1.mp3
figura;Forma exterior de un cuerpo.;3;2023-07-27;2023-08-10;;;;chiffre;654;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fi/figura_es_us_1.mp3
salvat;N/A;1;2023-08-03;2023-08-06;;;;enregistré;655;N/A
tatiana; El nombre Tatiana significa [1m“la que es activa” o “aquella que es activa”[0m. Es un antropónimo antiguo que se utiliza mucho dentro de la comunidad ortodoxa, puesto que representa a una mártir cristiana del siglo III d.C que fue ejecutada durante el reinado de Alejandro Severo.;11;2023-07-21;2024-01-17;1;2023-07-21;;N/A;656;N/A
inspector;Que inspecciona.;5;2023-08-03;2023-08-31;;;;inspecteur;657;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/inspector_es_us_1.mp3
través;N/A;3;2023-07-31;2023-08-14;;;;à travers;658;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/trav%C3%A9s_es_us_1.mp3
kafka;N/A;1;2023-07-31;2023-08-03;;;;N/A;659;N/A
aquellas;[1mEl que o lo que está lejos, espacial o temporalmente, del hablante y de su interlocutor[0m.;3;2023-07-21;2023-08-04;;;;ceux;660;N/A
seguía;N/A;3;2023-07-27;2023-08-10;;;;suivi;661;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/seguir_es_us_1.mp3
hubiese; [1mPrimera persona del singular (yo) del pretérito imperfecto de subjuntivo de haber o de haberse[0m.;2;2023-07-31;2023-08-07;;;;aurait;662;N/A
quedaba;N/A;3;2023-07-27;2023-08-10;;;;resté;663;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/qu/quedar_es_us_1.mp3
catedral;N/A;3;2023-07-20;2023-08-03;;;;cathédrale;664;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/catedral_es_us_1.mp3
metal;Cuerpo simple, generalmente sólido a temperatura ambiente, que es buen conductor del calor y de la electricidad y que tiene un brillo característico: se emplea, a menudo en aleación con otro metal, en la fabricación de numerosos objetos.;3;2023-07-22;2023-08-05;;;;métal;665;N/A
habíamos;N/A;3;2023-07-20;2023-08-03;;;;nous avons eu;666;N/A
cristal;Vidrio endurecido, transparente e incoloro, que se obtiene de la fusión a elevada temperatura de sílice, óxido de plomo y potasa, y se emplea para hacer prismas, lentes, vajilla, etc.;3;2023-07-27;2023-08-10;;;;verre;667;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cr/cristal_es_us_1.mp3
eco;Fenómeno acústico en que se produce la repetición de un sonido al chocar las ondas sonoras contra un obstáculo y reflejarse hasta llegar al lugar donde se ha emitido.;3;2023-07-28;2023-08-11;;;;écho;668;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ec/eco_es_us_1.mp3
fuese; [1mPrimera persona del singular (yo) del pretérito imperfecto de subjuntivo de ser[0m.;3;2023-07-29;2023-08-12;;;;étaient;669;N/A
verja;Enrejado que limita un espacio abierto.;1;2023-07-31;2023-08-03;;;;portail;670;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/verja_es_us_1.mp3
pasillo;Espacio largo y estrecho de un edificio o una casa que comunica unas estancias con otras.;2;2023-07-31;2023-08-07;;;;couloir;671;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/pasillo_es_us_1.mp3
escenario;Parte del teatro u otro lugar destinado a la representación de un espectáculo ante un público.;3;2023-08-03;2023-08-17;;;;paysage;672;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/es/escenario_es_us_1.mp3
detuvo;"
1. tr. [1mImpedir que algo o alguien sigan adelante[0m. Detuvo el coche y se bajó.";3;2023-07-31;2023-08-14;;;;arrêté;673;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/de/detener_es_us_1.mp3
cochero;N/A;3;2023-07-28;2023-08-11;;;;cocher;674;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/cochero_es_us_1.mp3
caserón;N/A;2;2023-07-31;2023-08-07;;;;grande maison;675;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/caser%C3%B3n_es_us_1.mp3
jf;N/A;2;2023-08-03;2023-08-10;;;;N/A;676;N/A
sonrisa;N/A;3;2023-07-21;2023-08-04;;;;sourire;677;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sonrisa_es_us_1.mp3
cementerio;Lugar destinado a enterrar a las personas muertas.;3;2023-07-28;2023-08-11;;;;cimetière;678;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ce/cementerio_es_us_1.mp3
fotografías;Técnica de obtención de imágenes por la acción química de la luz sobre una superficie con unas características determinadas.;3;2023-07-22;2023-08-05;;;;Photographies;679;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fo/fotograf%C3%ADas_es_us_1.mp3
túneles;Paso subterráneo abierto artificialmente para establecer una vía de comunicación a través de un monte, por debajo de un río u otro obstáculo.;4;2023-07-28;2023-08-18;;;;tunnels;680;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/t%C3%BA/t%C3%BAneles_es_us_1.mp3
rojas;Color como el de la sangre, la pulpa de la sandía o las amapolas: es el primer color del espectro solar.;3;2023-07-21;2023-08-04;;;;rouge;681;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ro/rojas_es_us_1.mp3
visión;Percepción de las realidades físicas a través de la vista.;3;2023-07-22;2023-08-05;;;;vision;682;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/vi/visi%C3%B3n_es_us_1.mp3
explicó;N/A;4;2023-07-28;2023-08-18;;;;expliqué;683;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ex/explicar_es_us_1.mp3
mariposa;Insecto lepidóptero en estado adulto o perfecto: tiene el cuerpo alargado, con cuatro alas grandes y de colores generalmente muy vistosos producidos por unas escamillas o polvillo que las cubre.;3;2023-07-29;2023-08-12;;;;papillon;684;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/mariposa_es_us_1.mp3
advertí;[1mAconsejar, amonestar, enseñar, prevenir[0m.;3;2023-07-31;2023-08-14;;;;averti;685;N/A
sostenía;[1mSustentar, mantener firme algo[0m. U.;2;2023-08-02;2023-08-09;;;;détenu;686;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/so/sostener_es_us_1.mp3
presencia;Circunstancia de estar presente o de existir alguien o algo en determinado lugar.;3;2023-07-21;2023-08-04;;;;présence;687;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pr/presencia_es_us_1.mp3
empezó;intr. Dicho de algo: [1mDar comienzo en el tiempo[0m.;4;2023-07-28;2023-08-18;;;;ça a commencé;688;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/em/empezar_es_us_1.mp3
tumba;Cavidad excavada en la tierra o construida sobre ella en la que se entierra el cuerpo muerto de una persona.;3;2023-08-01;2023-08-15;;;;grave;689;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tu/tumba_es_us_1.mp3
álbum;Libro o cuaderno con las hojas en blanco para dibujar, escribir poesía, etc., o coleccionar sellos, autógrafos, fotografías y cosas semejantes.;4;2023-07-28;2023-08-18;;;;album;690;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/%C3%A1l/%C3%A1lbum_es_us_1.mp3
frasco;N/A;1;2023-07-31;2023-08-03;;;;pot;691;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fr/frasco_es_us_1.mp3
doña;N/A;2;2023-07-30;2023-08-06;;;;Mme;692;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/do/do%C3%B1a_es_us_1.mp3
manto;Prenda de vestir larga y suelta, sin mangas, generalmente abierta por delante, que cubre desde la cabeza o los hombros hasta los pies y se lleva, a modo de capa, encima de otras prendas.;2;2023-08-02;2023-08-09;;;;manteau;693;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/manto_es_us_1.mp3
aliento;Aire que se expulsa por la boca al respirar.;1;2023-07-31;2023-08-03;;;;haleine;694;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/aliento_es_us_1.mp3
tren;Vehículo constituido por varios vagones arrastrados por una locomotora, que circula sobre raíles y se utiliza para el transporte de personas o de mercancías.;3;2023-07-28;2023-08-11;;;;former;695;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/tren_es_us_1.mp3
garganta;Parte interna del cuello de una persona o un animal que va desde el velo del paladar hasta el principio del esófago.;1;2023-08-01;2023-08-04;;;;gorge;696;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ga/garganta_es_us_1.mp3
túnel;Paso subterráneo abierto artificialmente para establecer una vía de comunicación a través de un monte, por debajo de un río u otro obstáculo.;4;2023-07-28;2023-08-18;;;;tunnel;697;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/t%C3%BA/t%C3%BAnel_es_us_1.mp3
alzaba;"
1. tr. [1mlevantar[0m (‖ mover hacia arriba).";1;2023-08-02;2023-08-05;;;;soulevé;698;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/al/alzar_es_us_1.mp3
murmuró;[1mHablar entre dientes, manifestando queja o disgusto por algo[0m.;3;2023-07-28;2023-08-11;;;;marmonné;699;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mu/murmurar_es_us_1.mp3
comprender;Percibir y tener una idea clara de lo que se dice, se hace o sucede o descubrir el sentido profundo de algo.;3;2023-07-21;2023-08-04;;;;saisir;700;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/comprender_es_us_1.mp3
llevó;"
1. tr. [1mConducir algo desde un lugar a otro alejado de aquel en que se habla o se sitúa mentalmente la persona que emplea este verbo[0m.";2;2023-08-02;2023-08-09;;;;il a pris;701;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ll/llevar_es_us_1.mp3
abrí;Endroit où l'on est protégé (du mauvais temps, du danger).;3;2023-07-21;2023-08-04;;;;j'ai ouvert;702;N/A
asintió;[1mAdmitir como cierto o conveniente lo que otra persona ha afirmado o propuesto antes[0m.;2;2023-07-28;2023-08-04;;;;convenu;703;N/A
carruaje;N/A;2;2023-07-31;2023-08-07;;;;le chariot;704;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/carruaje_es_us_1.mp3
galería;Parte de una casa u otro edificio alargada, espaciosa, con muchas ventanas o abierta y sostenida por columnas o pilares, destinada a momentos de descanso y objetos de adorno.;3;2023-07-24;2023-08-07;;;;Galerie;705;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ga/galer%C3%ADa_es_us_1.mp3
figuras;Forma exterior de un cuerpo.;3;2023-07-21;2023-08-04;;;;Les figures;706;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fi/figuras_es_us_1.mp3
retiró;Acción de retirar o retirarse una persona, en especial de la vida profesional.;4;2023-07-31;2023-08-21;;;;retrait;707;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/retirar_es_us_1.mp3
observó;tr. [1mMirar con atención y recato, atisbar[0m.;3;2023-07-21;2023-08-04;;;;remarqué;708;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ob/observar_es_us_1.mp3
fachada;Parte o cara visible de un barco, de los muros exteriores de un edificio o de otra cosa en relación con su situación.;2;2023-07-28;2023-08-04;;;;façade;709;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/fa/fachada_es_us_1.mp3
tinieblas;N/A;2;2023-07-28;2023-08-04;;;;obscurité;710;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ti/tinieblas_es_us_1.mp3
penumbra;Situación en que hay poca luz pero no se llega a la oscuridad.;4;2023-07-28;2023-08-18;;;;obscurité;711;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pe/penumbra_es_us_1.mp3
muros;Pared gruesa: en especial la pared exterior de un edificio u otra construcción que limita su perímetro.;4;2023-07-28;2023-08-18;;;;des murs;712;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mu/muros_es_us_1.mp3
súbitamente;N/A;4;2023-07-28;2023-08-18;;;;soudain;713;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/s%C3%BA/s%C3%BAbitamente_es_us_1.mp3
detuve;[1mForma verbal[0m. [1mPrimera persona del singular (yo) del pretérito perfecto simple de indicativo de detener o de detenerse[0m.;2;2023-07-31;2023-08-07;;;;arrêté;714;N/A
linterna;Utensilio portátil para alumbrar que está provisto de una bombilla y un interruptor, y funciona con pilas.;3;2023-07-29;2023-08-12;;;;lampe de poche;715;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/li/linterna_es_us_1.mp3
tendí;N/A;2;2023-07-31;2023-08-07;;;;j'ai tendance;716;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/te/tender_es_us_1.mp3
resto;Parte que queda de un todo después de quitar o no considerar una parte.;1;2023-07-31;2023-08-03;;;;repos;717;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/resto_es_us_1.mp3
criatura;Ser creado por la divinidad.;3;2023-07-25;2023-08-08;;;;créature;718;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cr/criatura_es_us_1.mp3
hedor;N/A;2;2023-07-31;2023-08-07;;;;puanteur;719;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/he/hedor_es_us_1.mp3
siluetas;Línea exterior que delimita el dibujo de una figura, especialmente cuando representa una persona o animal.;3;2023-07-22;2023-08-05;;;;silhouettes;720;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/si/siluetas_es_us_1.mp3
traté;Ouvrage didactique, où un sujet est exposé d'une manière systématique.;2;2023-07-31;2023-08-07;;;;N/A;721;N/A
retratos;Representación de una persona en dibujo, pintura, escultura o fotografía.;1;2023-08-03;2023-08-06;;;;Des photos;722;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/retratos_es_us_1.mp3
empresa;Acción o tarea que entraña esfuerzo y trabajo.;3;2023-08-01;2023-08-15;;;;entreprise;723;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/em/empresa_es_us_1.mp3
revólver;N/A;2;2023-07-28;2023-08-04;;;;remuer;724;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/rev%C3%B3lver_es_us_1.mp3
sucedido;N/A;1;2023-08-02;2023-08-05;;;;arrivé;725;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/su/sucedido_es_us_1.mp3
empezaba;"
1. tr. [1mDar principio a algo[0m.";3;2023-07-21;2023-08-04;;;;commencé;726;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/em/empezar_es_us_1.mp3
velas;N/A;1;2023-07-31;2023-08-03;;;;bougies;727;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/velas_es_us_1.mp3
distinguí; [1mPoder ver o comprender la diferencia entre dos cosas[0m. Sinónimos: diferenciar, discernir, discriminar. Antónimo: confundir.;3;2023-07-28;2023-08-11;;;;je distinguais;728;N/A
vistazo;N/A;2;2023-07-31;2023-08-07;;;;coup d'œil;729;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/vi/vistazo_es_us_1.mp3
veía;tr. [1mPercibir con los ojos algo mediante la acción de la luz[0m.;3;2023-07-29;2023-08-12;;;;scie;730;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ve/ver_es_us_1.mp3
observé;[1mConsidérer avec attention, avec application.[0m [1mObserver avec soin, scrupuleusement[0m.;3;2023-07-21;2023-08-04;;;;observed;731;N/A
mostraba;"tr. [1mManifestar o poner a la vista algo, o enseñarlo o señalarlo para que se vea[0m. 
2.";3;2023-07-31;2023-08-14;;;;montré;732;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/mo/mostrar_es_us_1.mp3
sentía;tr. [1mExperimentar una impresión, placer o dolor corporal[0m.;2;2023-07-31;2023-08-07;;;;feutre;733;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/se/sentir_es_us_1.mp3
caer;Moverse [algo o alguien] desde arriba hacia abajo por la acción de su propio peso.;3;2023-07-21;2023-08-04;;;;tomber;734;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/caer_es_us_1.mp3
amanecer;Aparecer en el horizonte la luz del Sol, dando comienzo a un nuevo día.;2;2023-07-31;2023-08-07;;;;lever du soleil;735;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/am/amanecer_es_us_1.mp3
benjamín;Hijo menor de una familia.;3;2023-08-03;2023-08-17;;;;Benjamin;736;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/be/benjam%C3%ADn_es_us_1.mp3
suero;Sustancia acuosa que se separa de un líquido orgánico cuando este se encuentra fuera del organismo y se ha coagulado.;2;2023-07-31;2023-08-07;;;;sérum;737;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/su/suero_es_us_1.mp3
cuyo;N/A;3;2023-08-01;2023-08-15;;;;dont;738;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cu/cuyo_es_us_1.mp3
treinta;Indica que el nombre al que acompaña o al que sustituye está 30 veces.;3;2023-07-21;2023-08-04;;;;trente;739;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/tr/treinta_es_us_1.mp3
gentes;Conjunto indeterminado de personas.;3;2023-07-21;2023-08-04;;;;personnes;740;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ge/gentes_es_us_1.mp3
cubría;"[1mOcultar y tapar algo con otra cosa[0m. U. t. c. prnl. 
2.";3;2023-07-28;2023-08-11;;;;couvert;741;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/cu/cubrir_es_us_1.mp3
rumbo;Dirección que se sigue para llegar a un lugar o a un fin determinado.;1;2023-07-31;2023-08-03;;;;cours;742;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ru/rumbo_es_us_1.mp3
observaba;[1mMirar con atención y recato, atisbar[0m.;4;2023-07-28;2023-08-18;;;;regardé;743;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ob/observar_es_us_1.mp3
ascendía;intr. [1mSubir de un sitio a otro más alto[0m.;1;2023-07-31;2023-08-03;;;;monté;744;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/as/ascender_es_us_1.mp3
cortó;Acción de cortar árboles o plantas.;3;2023-07-31;2023-08-14;;;;court;745;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/cortar_es_us_1.mp3
lágrimas;N/A;2;2023-07-28;2023-08-04;;;;larmes;746;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/l%C3%A1/l%C3%A1grimas_es_us_1.mp3
indicó;N/A;3;2023-07-21;2023-08-04;;;;Indien;747;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/in/indicar_es_us_1.mp3
colección;Conjunto de cosas de la misma clase reunidas por afición o interés y clasificadas.;3;2023-07-22;2023-08-05;;;;collection;748;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/colecci%C3%B3n_es_us_1.mp3
negras;Color como el del carbón o la oscuridad total.;3;2023-07-21;2023-08-04;;;;noir;749;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ne/negras_es_us_1.mp3
paula;Origen. Es un nombre femenino que proviene del nombre latín Paulus que [1msignifica pequeña[0m.;1;2023-07-31;2023-08-03;;;;N/A;750;N/A
nubes;Masa visible suspendida en la atmósfera, de color y densidad variables, formada por la acumulación de partículas diminutas de agua, o de agua y hielo, como consecuencia de la condensación del vapor de agua atmosférico.;3;2023-07-31;2023-08-14;;;;des nuages;751;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/nu/nubes_es_us_1.mp3
reconocí;N/A;3;2023-07-28;2023-08-11;;;;Je reconnaissais;752;N/A
correr;Desplazarse [una persona o un animal] rápidamente con pasos largos y de manera que levanta un pie del suelo antes de haber apoyado el otro.;4;2023-08-03;2023-08-24;;;;courir;753;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/co/correr_es_us_1.mp3
noté;N/A;2;2023-07-28;2023-08-04;;;;note;754;N/A
adónde;adv. interrog. [1mdónde[0m (‖ a qué lugar).;2;2023-07-28;2023-08-04;;;;où aller;755;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ad/ad%C3%B3nde_es_us_1.mp3
según;Indica el origen de un conocimiento, creencia, opinión, etc.;3;2023-07-31;2023-08-14;;;;selon;756;N/A
comprobé;N/A;1;2023-07-31;2023-08-03;;;;vérifier;757;N/A
ambos;"
1. Adjetivo que significa &#39:[1mlos dos, uno y otro[0m&#39: : «Midiendo la distancia entre ambos lugares obtuvo el perímetro y el radio terrestres» (Maza Astronomía [Chile 1988]).";2;2023-07-31;2023-08-07;;;;les deux;758;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/am/ambos_es_us_1.mp3
praga;N/A;2;2023-07-28;2023-08-04;;;;Prague;759;N/A
mansión;N/A;1;2023-07-31;2023-08-03;;;;Manoir;760;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ma/mansi%C3%B3n_es_us_1.mp3
kirsten;N/A;1;2023-07-31;2023-08-03;;;;N/A;761;N/A
encontraron;[1mDar con alguien o algo que se busca[0m.;4;2023-08-01;2023-08-22;;;;Ils ont trouvé;762;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/en/encontrar_es_us_1.mp3
piezas;Cada una de las partes que constituyen una cosa o de los elementos de que se compone un conjunto o una colección.;3;2023-07-21;2023-08-04;;;;les pièces;763;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pi/piezas_es_us_1.mp3
cadáver;N/A;4;2023-08-01;2023-08-22;;;;corps;764;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ca/cad%C3%A1ver_es_us_1.mp3
medianoche;Hora en la que el Sol está en el punto opuesto al de mediodía y que señala el fin de un día y el principio del siguiente: coincide con las doce horas solares de la noche.;3;2023-07-28;2023-08-11;;;;minuit;765;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/me/medianoche_es_us_1.mp3
pasaba;N/A;3;2023-07-31;2023-08-14;;;;passé;766;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/pa/pasar_es_us_1.mp3
garras;N/A;1;2023-07-31;2023-08-03;;;;les griffes;767;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/ga/garras_es_us_1.mp3
eché;N/A;1;2023-07-31;2023-08-03;;;;j'ai jeté;768;N/A
replicó;N/A;3;2023-07-28;2023-08-11;;;;a répondu;769;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/re/replicar_es_us_1.mp3
ofreció;tr. [1mPresentar y dar voluntariamente algo[0m.;4;2023-07-28;2023-08-18;;;;offert;770;https://ssl.gstatic.com/dictionary/static/pronunciation/2022-03-02/audio/of/ofrecer_es_us_1.mp3
